file_id,aritfact_id,slug,img_key,document_type,is_journal_article,reason,is_csis
32224151,31324333,open-access-and-opis-at-the-instituto-de-astrofisica-de-canarias-iac,artifacts/file/img/b884b7aadc2a64d5ae3fa97dbaf074b6.png,conference presentation,false,"Title, date, and participating organizations suggest a conference presentation",true
32243720,31343902,measurement-and-analysis-of-bidirectional-reflectances,artifacts/file/img/1e64789f3c9a21add13e581dd2cd122a.png,conference presentation,false,Includes seminar details and presenter information,true
45154311,44255398,fluorescence-detection-by-intensity-changes-fdic-for-automated-multiple-development-amd-hptlc-separation-of-lipids,artifacts/file/img/d696ee0b619c6ef42c942981caf78600.png,conference presentation,false,"Contains title, authors, and conference details",true
32245314,31345496,archives-and-ethics,artifacts/file/img/c2afd826ed15ab52ab1c6b6b68a12e5f.png,conference proceedings,false,"Title indicates conference proceedings, not a journal article",true
32302806,31402988,plant-mineral-nutrition-and-sustainable-agriculture,artifacts/file/img/1d14d08b7e22c0edc4d3a2132bd65cff.png,conference proceedings,false,Contains conference title and communication section,true
32325888,31426070,deterioration-and-alterations-of-roman-glass-in-marine-environments,artifacts/file/img/316e0fbef5ddce36fec46a5ff610d130.png,conference proceedings,false,"Contains conference title and details, not a journal article",true
32344958,31445140,superficial-vs-synapomorphic-similarity,artifacts/file/img/b6df0da32f1621221e60d8e00ba99b05.png,conference proceedings,false,"Titled as conference proceedings, not a journal article",true
32345130,31445312,evolution-and-status-of-fisheries-in-catalonia-at-the-end-of-the-20th-century,artifacts/file/img/9c1863697ad827845b00643f5ecbebd0.png,conference proceedings,false,Contains conference title and list of authors,true
45209569,44310656,the-virreinal-institution-in-the-articulation-of-the-power-structure-of-the-crown-in-aragon-during-the-17th-century,artifacts/file/img/6a13e3f67ec5489e12303703cab7568e.png,conference proceedings,false,"Title indicates conference proceedings, not a journal article",true
45270054,44371141,on-the-location-of-irisagrig,artifacts/file/img/58cf79a92eab17c0c6fa1496d7a00b74.png,conference proceedings,false,"Title indicates conference proceedings, not a journal article",true
45311661,44412748,the-royal-patronage-and-the-irish-mission,artifacts/file/img/6ebcd61c2860060a6f76a35b0acdba9a.png,conference proceedings,false,"Title indicates conference proceedings, not a journal article",true
45340084,44441173,social-repercussions-of-the-discalced-franciscans-alteration-of-cloister-in-the-18th-century,artifacts/file/img/c6f31a1545d61a4a265f7edb5016fa97.png,conference proceedings,false,Title indicates a scientific meeting and volume number,true
45454348,44555440,population-and-social-groups-in-the-cehel-estate-during-the-ancien-regime,artifacts/file/img/51e26c83b7e932c81382ad989e5331d8.png,conference proceedings,false,"Cover indicates a conference and editors, not a journal article.",true
10024665,9135616,lenfocament-de-sistemes-dinnovacio-aplicat-al-patrimoni-local,artifacts/file/img/9ea5826179cb38a1d0e52a6f0a949fec.png,conference program,false,Contains event details and schedule information,true
10151441,9262409,i-encuentro-de-estudios-filologicos-del-csic,artifacts/file/img/7fd5aa913508c8d062961698fe5c26bc.png,conference program,false,"Contains event details and schedule, not academic formatting",true
31946806,31046988,documents-and-cartularies-as-instruments-of-power,artifacts/file/img/eaf9a845ef608a2bb9faaf3a76428d95.png,conference program,false,"Includes event details and schedule, not academic formatting",true
32138328,31238511,the-romancero,artifacts/file/img/c09b5a78488fad1581d95594f58a763c.png,conference program,false,"Contains event details and dates, not academic formatting",true
32267934,31368116,12th-scientific-meeting-of-the-spanish-foundation-for-modern-history,artifacts/file/img/68d6b1e768b68ad2db4a0147d8313e86.png,conference program,false,Lists schedule and sessions for a scientific meeting,true
32300128,31400310,environmental-and-climate-vulnerability-in-times-of-emergency,artifacts/file/img/faa826192aba166bf62dbb262a035153.png,conference program,false,"Lists event schedule and speakers, typical of a conference program",true
32326945,31427127,the-body,artifacts/file/img/697cb3da4859aa86c0fd67ee142f69ee.png,conference program,false,Lists sessions and speakers for a conference event,true
45152391,44253478,mediterranean-nobilities,artifacts/file/img/6e4e82e6e51f9a5eabefd2827d2cd36b.png,conference program,false,"Contains conference details, dates, and location",true
45318762,44419849,urban-green-spaces,artifacts/file/img/02b5e15841ef46fc3ddb0eb079f797ea.png,conference program,false,Contains event details and organizing information,true
1100143,274406,workshop-on-identification-of-future-emerging-technologies-in-the-ocean-energy-sector,artifacts/artifact/img/f8bf88fe-24f0-4209-b7f2-8e88c9602df0,conference report,false,Labeled as conference and workshop report,false
1164573,290259,artificial-intelligence-at-the-jrc,artifacts/artifact/img/4a9c1b16-f9ac-4dd1-8778-a4d24e0e40f7,conference report,false,Labeled as conference and workshop report,false
1185096,294549,living-lab-for-testing-digital-energy-solutions-at-jrc-ispra,artifacts/artifact/img/04fb942f-57c9-43b8-91c5-684a45b790f1,conference report,false,Labeled as conference and workshop report,false
1218803,302969,report-on-the-fourth-workshop-of-the-network-of-experts-for-redeveloping-models-of-the-european-marine-environment,artifacts/artifact/img/e1518d2f-5d29-4b67-8c64-874a3eacaa1b,conference report,false,Labeled as conference and workshop report,false
1373338,404281,assessing-design-standard-guidelines-and-sustainability-management-for-new-clark-city,artifacts/file/img/cb6d45a2-53ca-c22a-51af-171fd7900a8f.png,consultant's report,false,Labeled as Technical Assistance Consultant’s Report,false
1374842,405874,challenges-and-opportunities-for-green-businesses-in-asia-and-the-pacific,artifacts/file/img/ae8d8889-c135-86c4-b540-5a8041b4e74e.png,consultant's report,false,Labeled as Technical Assistance Consultant's Report,false
1517863,540954,health-and-climate-change,artifacts/artifact/img/a25974cd-8204-4a50-a904-a4b3e9d9c278.jpg,country profile report,false,"Titled 'Country Profile 2019', not academic formatting",false
31881916,30982098,margarita-del-olmo-curriculum-vitae,artifacts/file/img/7db21ba275a4ff9292ace43b722df403.png,curriculum vitae,false,Titled 'Curriculum Vitae' with personal and educational details,true
1414498,441595,work-in-progress,artifacts/file/img/cbbdb449-3cc6-d752-f784-4028ccb48613.png,discussion note,false,"Labeled as IMF Staff Discussion Note, not a journal article",false
1594306,614159,addressing-the-development-dimension-of-an-overcapacity-and-overfishing-subsidy-discipline-in-the-wto-fisheries-subsidies-negotiations,artifacts/artifact/img/3553ebb7-6f87-4c2f-91e5-c45596c7ac49.jpg,discussion paper,false,Labeled as a discussion paper by IISD,false
